DIRECTORIO,SECUENCIA_P,ORDEN,CLASE,DPTO,FEX_C18,P3271,P6040,P6030S1,P6030S3,P6050,P6070,P6080,P2057,P6081,P6083,P6090,P6100,P6160,P6170,P3042,INGLABO,P6800,P6430,P6426,RAMA2D_R4,P6920
8239565,1,2,1,8,510.3656,2,50,2.0,1975.0,2,3.0,6,2,3,2,1,1.0,1.0,2.0,10.0,2000000.0,40.0,1.0,120.0,85.0,1.0
8239565,1,3,1,8,510.3656,2,22,10.0,2002.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,10.0,,,,,,
8239566,1,1,1,8,691.2253,1,83,7.0,1941.0,1,3.0,6,2,3,3,1,1.0,1.0,2.0,11.0,,,,,,
8239566,1,2,1,8,691.2253,2,83,4.0,1942.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8239567,1,1,1,8,645.261,2,68,3.0,1957.0,1,3.0,6,2,3,3,1,1.0,1.0,2.0,11.0,,,,,,
8239567,1,2,1,8,645.261,1,79,9.0,1945.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,10.0,,,,,,
8239567,1,3,1,8,645.261,2,44,1.0,1981.0,10,4.0,6,2,2,2,1,1.0,1.0,2.0,5.0,2150000.0,48.0,3.0,240.0,97.0,1.0
8239567,1,4,1,8,645.261,2,14,9.0,2010.0,10,6.0,6,2,3,1,1,1.0,1.0,1.0,4.0,,,,,,
8239568,1,1,1,8,691.2253,1,66,1.0,1959.0,1,3.0,6,2,3,3,1,1.0,1.0,2.0,11.0,12000000.0,40.0,4.0,240.0,86.0,1.0
8239568,1,2,1,8,691.2253,2,68,5.0,1957.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,10.0,,,,,,
8239570,1,1,1,8,411.2834,1,58,5.0,1967.0,1,2.0,6,2,3,2,1,3.0,1.0,2.0,10.0,1000000.0,56.0,4.0,12.0,47.0,2.0
8239570,1,2,1,8,411.2834,2,43,8.0,1981.0,2,2.0,6,2,2,2,1,3.0,1.0,2.0,10.0,2500000.0,40.0,4.0,60.0,86.0,2.0
8239570,1,3,1,8,411.2834,1,19,3.0,2006.0,3,6.0,6,2,2,1,2,,1.0,2.0,5.0,,,,,,
8239571,1,1,1,8,548.7433,1,55,,,1,2.0,6,2,3,3,1,3.0,1.0,2.0,3.0,2000000.0,90.0,4.0,240.0,47.0,2.0
8239571,1,2,1,8,548.7433,2,45,,,2,2.0,6,2,2,2,1,3.0,1.0,2.0,3.0,,,,,,
8239571,1,3,1,8,548.7433,1,24,,,3,6.0,6,2,1,1,1,3.0,1.0,1.0,10.0,,,,,,
8239571,1,4,1,8,548.7433,1,18,,,3,6.0,6,2,1,1,1,3.0,1.0,1.0,10.0,,,,,,
8239571,1,5,1,8,548.7433,1,12,,,3,6.0,6,2,1,1,1,3.0,1.0,1.0,4.0,,,,,,
8239572,1,1,1,8,419.9185,2,39,1.0,1986.0,1,4.0,6,2,1,3,1,3.0,1.0,2.0,5.0,300000.0,12.0,4.0,48.0,81.0,2.0
8239572,1,2,1,8,419.9185,1,60,11.0,1964.0,4,5.0,6,2,3,3,1,3.0,1.0,2.0,3.0,500000.0,25.0,4.0,480.0,95.0,2.0
8239572,1,3,1,8,419.9185,1,79,11.0,1945.0,9,4.0,5,2,3,3,1,3.0,1.0,2.0,4.0,,,,,,
8239573,1,1,1,8,608.8812,1,26,8.0,1998.0,1,3.0,6,2,2,2,1,1.0,1.0,2.0,5.0,1600000.0,47.0,1.0,84.0,47.0,1.0
8239573,1,2,1,8,608.8812,2,27,1.0,1998.0,2,3.0,6,2,2,2,1,1.0,1.0,2.0,8.0,400000.0,40.0,1.0,36.0,47.0,2.0
8239574,1,1,1,8,405.0584,1,55,6.0,1969.0,1,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,6000000.0,48.0,1.0,360.0,46.0,1.0
8239574,1,2,1,8,405.0584,2,52,1.0,1973.0,2,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,4000000.0,48.0,1.0,240.0,46.0,2.0
8239574,1,3,1,8,405.0584,2,23,1.0,2002.0,3,6.0,6,2,1,1,1,1.0,1.0,2.0,10.0,,,,,,
8239574,1,4,1,8,405.0584,2,19,6.0,2005.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,10.0,,,,,,
8239576,1,1,1,8,420.7149,1,62,9.0,1962.0,1,3.0,6,2,3,3,1,3.0,1.0,2.0,10.0,3500000.0,40.0,4.0,240.0,69.0,2.0
8239576,1,2,1,8,420.7149,2,51,5.0,1974.0,2,3.0,6,2,1,2,1,3.0,1.0,2.0,10.0,4200000.0,45.0,4.0,216.0,69.0,2.0
8239576,1,3,1,8,420.7149,2,13,4.0,2012.0,3,6.0,6,2,1,1,1,3.0,1.0,1.0,4.0,,,,,,
8239576,1,4,1,8,420.7149,1,86,10.0,1938.0,5,4.0,6,2,3,3,1,1.0,1.0,2.0,10.0,,,,,,
8239577,1,1,1,8,565.5147,1,59,12.0,1965.0,1,3.0,6,2,3,2,1,1.0,1.0,2.0,10.0,1000000.0,40.0,4.0,180.0,64.0,1.0
8239577,1,2,1,8,565.5147,2,52,12.0,1972.0,2,3.0,6,2,2,2,1,1.0,1.0,2.0,13.0,8000000.0,48.0,1.0,300.0,85.0,1.0
8239577,1,3,1,8,565.5147,1,24,2.0,2001.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,10.0,,,,,,
8239578,1,1,1,8,727.0898,1,50,9.0,1974.0,1,4.0,6,2,3,2,1,3.0,1.0,2.0,5.0,1800000.0,48.0,4.0,120.0,93.0,2.0
8239579,1,1,1,8,813.1285,1,49,7.0,1975.0,1,4.0,6,2,3,2,1,1.0,1.0,2.0,9.0,4800000.0,48.0,1.0,190.0,11.0,1.0
8239579,1,2,1,8,813.1285,2,24,5.0,2001.0,3,6.0,6,2,1,2,1,1.0,1.0,1.0,10.0,,,,,,
8239580,1,1,1,8,761.1015,1,43,8.0,1981.0,1,2.0,6,2,2,2,1,1.0,1.0,2.0,10.0,5000000.0,48.0,1.0,60.0,49.0,1.0
8239580,1,2,1,8,761.1015,2,30,9.0,1994.0,2,2.0,6,2,3,3,1,1.0,1.0,2.0,10.0,2800000.0,40.0,1.0,12.0,86.0,1.0
8239581,1,1,1,8,341.6406,2,75,8.0,1949.0,1,2.0,5,2,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239581,1,2,1,8,341.6406,2,47,7.0,1977.0,3,4.0,5,2,2,1,1,3.0,1.0,2.0,10.0,20000.0,20.0,4.0,96.0,47.0,2.0
8239581,1,3,1,8,341.6406,2,45,12.0,1979.0,3,4.0,6,2,2,1,1,1.0,1.0,2.0,9.0,,,,,,
8239581,1,4,1,8,341.6406,1,19,1.0,2006.0,8,6.0,6,2,2,1,1,1.0,1.0,1.0,10.0,,,,,,
8239582,1,1,1,8,804.9972,1,31,7.0,1993.0,1,1.0,6,2,3,2,1,1.0,1.0,2.0,10.0,8400000.0,47.0,1.0,17.0,47.0,1.0
8239582,1,2,1,8,804.9972,2,21,10.0,2003.0,2,1.0,6,2,2,2,1,1.0,1.0,1.0,10.0,2000000.0,47.0,1.0,1.0,68.0,1.0
8239583,1,1,1,8,690.0015,1,72,1.0,1953.0,1,3.0,6,2,3,3,1,1.0,1.0,2.0,10.0,3000000.0,40.0,4.0,240.0,46.0,3.0
8239583,1,2,1,8,690.0015,2,73,4.0,1952.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8239583,1,3,1,8,690.0015,1,52,10.0,1972.0,3,6.0,6,2,1,1,1,1.0,1.0,2.0,5.0,1500000.0,48.0,1.0,2.0,35.0,1.0
8239584,1,1,1,8,523.1106,2,46,10.0,1978.0,1,4.0,6,2,3,2,1,1.0,1.0,2.0,10.0,5000000.0,60.0,1.0,252.0,51.0,1.0
8239584,1,2,1,8,523.1106,1,18,12.0,2006.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,10.0,,,,,,
8239585,1,1,1,8,899.7737,1,39,5.0,1986.0,1,6.0,6,2,3,3,1,3.0,1.0,2.0,8.0,200000.0,15.0,4.0,18.0,86.0,2.0
8239586,1,1,1,8,644.3693,2,46,8.0,1978.0,1,4.0,6,2,2,2,1,1.0,1.0,2.0,5.0,1423500.0,44.0,1.0,108.0,47.0,1.0
8239586,1,2,1,8,644.3693,2,14,3.0,2011.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,4.0,,,,,,
8239587,1,1,1,8,673.0711,1,26,11.0,1998.0,1,2.0,5,2,2,2,1,1.0,1.0,2.0,10.0,2023500.0,30.0,3.0,24.0,97.0,1.0
8239587,1,2,1,8,673.0711,2,26,9.0,1998.0,2,2.0,6,2,2,2,1,1.0,1.0,2.0,10.0,3000000.0,44.0,1.0,48.0,45.0,1.0
8239587,1,3,1,8,673.0711,1,10,6.0,2015.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
8239588,1,1,1,8,734.0518,2,92,8.0,1932.0,1,5.0,6,2,3,3,1,1.0,1.0,2.0,3.0,,,,,,
8239588,1,2,1,8,734.0518,1,53,9.0,1971.0,3,4.0,6,2,3,1,1,3.0,1.0,2.0,8.0,2000000.0,40.0,4.0,180.0,47.0,2.0
8239588,1,3,1,8,734.0518,2,22,8.0,2002.0,10,6.0,5,1,2,2,1,3.0,1.0,2.0,5.0,1100000.0,70.0,3.0,6.0,97.0,2.0
8239589,1,1,1,8,628.3866,1,63,11.0,1961.0,1,2.0,6,2,3,3,1,2.0,1.0,2.0,5.0,,,,,,
8239589,1,2,1,8,628.3866,2,62,2.0,1963.0,2,2.0,6,2,3,2,1,2.0,1.0,2.0,5.0,,,,,,
8239590,1,1,1,8,779.724,2,50,9.0,1974.0,1,3.0,6,2,3,2,1,1.0,1.0,2.0,10.0,2000000.0,46.0,2.0,170.0,84.0,1.0
8239590,1,2,1,8,779.724,1,14,11.0,2010.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,4.0,,,,,,
8239591,1,1,1,8,707.4634,1,68,4.0,1957.0,1,2.0,6,2,3,3,1,3.0,1.0,2.0,3.0,800000.0,40.0,1.0,12.0,25.0,2.0
8239592,1,1,1,8,703.8193,1,37,1.0,1988.0,1,2.0,6,2,2,2,1,1.0,1.0,2.0,10.0,2500000.0,46.0,1.0,24.0,49.0,1.0
8239592,1,2,1,8,703.8193,2,37,2.0,1988.0,2,2.0,6,2,2,2,1,1.0,1.0,2.0,10.0,2000000.0,46.0,1.0,60.0,52.0,1.0
8239592,1,3,1,8,703.8193,2,21,10.0,2003.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,10.0,,,,,,
8239592,1,4,1,8,703.8193,1,13,3.0,2012.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,4.0,,,,,,
8239592,1,5,1,8,703.8193,2,7,3.0,2018.0,3,,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
8239592,1,6,1,8,703.8193,2,49,11.0,1975.0,10,4.0,6,2,2,2,1,3.0,1.0,2.0,3.0,1450000.0,70.0,3.0,36.0,97.0,2.0
8239593,1,1,1,8,628.3866,1,55,8.0,1969.0,1,3.0,6,1,3,2,1,3.0,1.0,2.0,5.0,3500000.0,60.0,4.0,60.0,49.0,2.0
8239593,1,2,1,8,628.3866,2,56,4.0,1969.0,2,3.0,6,1,3,2,1,3.0,1.0,2.0,5.0,,,,,,
8239594,1,1,1,8,925.4728,1,34,2.0,1991.0,1,2.0,5,2,2,2,1,1.0,1.0,2.0,10.0,2800000.0,40.0,1.0,18.0,38.0,1.0
8239594,1,2,1,8,925.4728,2,38,9.0,1986.0,2,2.0,5,2,3,2,1,1.0,1.0,1.0,10.0,,,,,,
8239594,1,3,1,8,925.4728,1,5,12.0,2019.0,3,,6,2,1,1,1,1.0,2.0,1.0,2.0,,,,,,
8239595,1,1,1,8,552.0012,2,57,7.0,1967.0,1,2.0,5,2,3,2,1,1.0,1.0,2.0,11.0,2600000.0,48.0,1.0,144.0,56.0,3.0
8239595,1,2,1,8,552.0012,1,62,6.0,1963.0,2,2.0,5,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8239595,1,3,1,8,552.0012,1,26,10.0,1998.0,3,6.0,6,2,1,1,1,1.0,1.0,2.0,10.0,2500000.0,46.0,1.0,36.0,82.0,1.0
8239596,1,1,1,8,693.6613,1,47,10.0,1977.0,1,3.0,1,2,2,2,1,1.0,1.0,2.0,10.0,2000000.0,45.0,4.0,6.0,70.0,2.0
8239596,1,2,1,8,693.6613,2,48,3.0,1977.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,10.0,6000000.0,48.0,4.0,180.0,70.0,1.0
8239596,1,3,1,8,693.6613,2,12,7.0,2012.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,4.0,,,,,,
8239597,1,1,1,8,769.4352,2,34,8.0,1990.0,1,4.0,6,2,2,2,1,1.0,1.0,2.0,10.0,7000000.0,40.0,1.0,120.0,64.0,1.0
8239599,1,1,1,8,820.1656,1,45,8.0,1979.0,1,3.0,6,2,2,2,1,1.0,1.0,2.0,10.0,4800000.0,47.0,1.0,144.0,42.0,1.0
8239599,1,2,1,8,820.1656,2,42,6.0,1982.0,2,3.0,6,2,2,2,1,1.0,1.0,2.0,12.0,8541000.0,48.0,1.0,72.0,46.0,1.0
8239599,1,3,1,8,820.1656,2,15,11.0,2009.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,4.0,,,,,,
8239599,1,4,1,8,820.1656,1,9,10.0,2015.0,3,,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
8239600,1,1,1,8,820.1656,1,48,7.0,1976.0,1,3.0,6,2,3,2,1,1.0,1.0,2.0,12.0,6000000.0,40.0,1.0,48.0,47.0,1.0
8239600,1,2,1,8,820.1656,2,44,10.0,1980.0,2,3.0,6,2,2,2,1,1.0,1.0,2.0,10.0,,,,,,
8239600,1,3,1,8,820.1656,2,15,7.0,2009.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,5.0,,,,,,
8239600,1,4,1,8,820.1656,1,9,7.0,2015.0,3,,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
8239601,1,1,1,8,664.128,2,45,4.0,1980.0,1,6.0,6,2,3,2,1,1.0,1.0,2.0,10.0,4000000.0,48.0,1.0,3.0,86.0,1.0
8239601,1,2,1,8,664.128,2,19,9.0,2005.0,3,6.0,6,2,2,1,2,,1.0,2.0,5.0,,,,,,
8239602,1,1,1,8,691.2253,1,58,12.0,1966.0,1,6.0,6,2,3,3,1,1.0,1.0,2.0,10.0,3000000.0,50.0,4.0,48.0,49.0,1.0
8239602,1,2,1,8,691.2253,2,63,9.0,1961.0,6,6.0,6,2,3,3,1,1.0,1.0,2.0,10.0,,,,,,
8239603,1,1,1,8,999.7485,1,32,9.0,1992.0,1,6.0,6,2,2,2,1,3.0,1.0,2.0,8.0,2500000.0,40.0,4.0,60.0,77.0,2.0
8239605,1,1,1,8,719.2771,2,46,2.0,1979.0,1,4.0,6,2,2,2,1,1.0,1.0,2.0,10.0,2900000.0,48.0,1.0,120.0,64.0,1.0
8239605,1,2,1,8,719.2771,1,15,4.0,2010.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,4.0,,,,,,
8239606,1,1,1,8,1025.9137,2,54,1.0,1971.0,1,4.0,6,2,3,2,1,3.0,1.0,2.0,3.0,,,,,,
8239607,1,1,1,8,2330.1846,1,34,4.0,1991.0,1,2.0,6,2,3,1,1,1.0,1.0,2.0,8.0,1650000.0,48.0,1.0,2.0,46.0,1.0
8239607,1,2,1,8,2330.1846,2,29,10.0,1995.0,2,2.0,6,2,2,2,1,3.0,1.0,2.0,5.0,1200000.0,40.0,1.0,2.0,14.0,2.0
8239607,1,3,1,8,2330.1846,2,7,9.0,2017.0,3,,6,2,1,1,1,3.0,1.0,1.0,3.0,,,,,,
8239607,1,4,1,8,2330.1846,1,0,7.0,2024.0,3,,6,2,1,1,1,3.0,,,,,,,,,
8239607,1,5,1,8,2330.1846,2,59,5.0,1966.0,4,5.0,6,2,3,3,1,3.0,1.0,2.0,5.0,,,,,,
8239608,1,1,1,8,1602.6292,2,55,8.0,1969.0,1,3.0,6,2,3,2,1,1.0,1.0,2.0,8.0,1800000.0,48.0,4.0,120.0,86.0,1.0
8239608,1,2,1,8,1602.6292,2,17,6.0,2007.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,10.0,,,,,,
8239609,1,1,1,8,1193.7694,2,54,7.0,1970.0,1,3.0,5,2,3,3,1,1.0,1.0,2.0,8.0,1423500.0,46.0,1.0,120.0,46.0,1.0
8239609,1,2,1,8,1193.7694,1,54,12.0,1970.0,2,3.0,5,1,2,3,1,1.0,1.0,2.0,8.0,1423500.0,46.0,1.0,240.0,47.0,1.0
8239609,1,3,1,8,1193.7694,2,26,7.0,1998.0,3,6.0,5,2,1,1,1,3.0,1.0,2.0,10.0,,,,,,
8239609,1,4,1,8,1193.7694,2,19,10.0,2005.0,3,6.0,6,2,1,1,1,1.0,1.0,2.0,5.0,,,,,,
8239611,1,1,1,8,2053.3091,1,48,11.0,1976.0,1,3.0,5,2,3,3,1,2.0,1.0,1.0,12.0,4800000.0,40.0,2.0,19.0,85.0,1.0
8239611,1,2,1,8,2053.3091,2,54,10.0,1970.0,2,3.0,6,2,3,2,1,2.0,1.0,2.0,7.0,,,,,,
8239611,1,3,1,8,2053.3091,1,17,12.0,2007.0,3,6.0,5,2,1,1,1,2.0,1.0,1.0,9.0,,,,,,
8239612,1,1,1,8,1193.7694,2,62,5.0,1963.0,1,5.0,6,2,3,3,1,1.0,1.0,2.0,10.0,,,,,,
8239612,1,2,1,8,1193.7694,1,18,1.0,2007.0,3,6.0,6,2,3,1,1,1.0,1.0,1.0,10.0,,,,,,
8239612,1,3,1,8,1193.7694,2,55,9.0,1969.0,6,2.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8239612,1,4,1,8,1193.7694,1,15,4.0,2010.0,9,6.0,6,2,2,1,1,1.0,1.0,1.0,6.0,,,,,,
8239613,1,1,1,8,1959.863,2,73,9.0,1951.0,1,5.0,5,2,3,3,1,3.0,2.0,2.0,1.0,,,,,,
8239613,1,2,1,8,1959.863,1,45,3.0,1980.0,6,6.0,6,2,3,3,1,3.0,1.0,2.0,5.0,,,,,,
8239614,1,1,1,8,799.7988,1,41,9.0,1983.0,1,4.0,6,2,2,2,1,1.0,1.0,2.0,8.0,1600000.0,47.0,1.0,96.0,47.0,1.0
8239615,1,1,1,8,1193.7694,2,46,1.0,1979.0,1,2.0,6,2,3,2,1,3.0,1.0,2.0,8.0,600000.0,40.0,4.0,96.0,56.0,2.0
8239615,1,2,1,8,1193.7694,2,50,1.0,1975.0,2,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,2000000.0,40.0,1.0,180.0,56.0,1.0
8239616,1,1,1,8,2371.0651,2,40,7.0,1984.0,1,4.0,6,2,2,2,1,1.0,1.0,2.0,9.0,2000000.0,46.0,1.0,10.0,86.0,1.0
8239616,1,2,1,8,2371.0651,1,20,3.0,2005.0,3,6.0,6,2,2,1,1,3.0,1.0,1.0,9.0,,,,,,
8239616,1,3,1,8,2371.0651,1,2,8.0,2022.0,3,,6,2,2,1,1,1.0,,,,,,,,,
8239618,1,1,1,8,1297.9609,2,36,8.0,1988.0,1,4.0,6,2,2,1,1,1.0,1.0,2.0,5.0,1623500.0,46.0,1.0,2.0,85.0,1.0
8239618,1,2,1,8,1297.9609,2,20,4.0,2005.0,3,6.0,6,2,2,1,1,3.0,1.0,1.0,8.0,,,,,,
8239618,1,3,1,8,1297.9609,2,17,1.0,2008.0,3,6.0,6,2,2,1,1,3.0,1.0,1.0,5.0,,,,,,
8239618,1,4,1,8,1297.9609,2,10,9.0,2014.0,3,6.0,6,2,2,1,1,3.0,1.0,1.0,3.0,,,,,,
8239618,1,5,1,8,1297.9609,2,57,11.0,1967.0,4,4.0,6,2,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239619,1,1,1,8,810.9871,1,29,12.0,1995.0,1,2.0,6,2,3,2,1,1.0,1.0,2.0,5.0,,,,,,
8239619,1,2,1,8,810.9871,2,28,9.0,1996.0,2,2.0,1,2,2,2,1,1.0,1.0,2.0,10.0,3000000.0,48.0,4.0,24.0,86.0,1.0
8239619,1,3,1,8,810.9871,1,5,1.0,2020.0,3,,6,2,1,1,1,1.0,2.0,1.0,2.0,,,,,,
8239619,1,4,1,8,810.9871,1,0,3.0,2025.0,3,,6,2,1,1,1,1.0,,,,,,,,,
8239620,1,1,1,8,609.4669,1,70,10.0,1954.0,1,3.0,6,2,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239620,1,2,1,8,609.4669,2,69,12.0,1955.0,2,3.0,6,2,3,3,1,3.0,1.0,2.0,6.0,,,,,,
8239620,1,3,1,8,609.4669,2,37,6.0,1988.0,3,4.0,6,2,1,1,1,1.0,1.0,2.0,8.0,1600000.0,48.0,1.0,60.0,86.0,1.0
8239620,1,4,1,8,609.4669,2,6,4.0,2019.0,8,,6,2,2,1,1,1.0,1.0,1.0,3.0,,,,,,
8239620,1,5,1,8,609.4669,2,3,9.0,2021.0,8,,6,2,2,1,1,1.0,2.0,2.0,1.0,,,,,,
8239621,1,1,1,8,903.0416,1,53,2.0,1972.0,1,2.0,6,1,3,2,1,3.0,1.0,2.0,3.0,8000000.0,60.0,4.0,300.0,47.0,2.0
8239621,1,2,1,8,903.0416,2,47,10.0,1977.0,2,2.0,6,2,3,3,1,3.0,1.0,2.0,4.0,,30.0,6.0,300.0,47.0,2.0
8239621,1,3,1,8,903.0416,1,26,11.0,1998.0,3,6.0,6,2,1,2,1,1.0,1.0,2.0,8.0,1700000.0,40.0,1.0,3.0,47.0,1.0
8239621,1,4,1,8,903.0416,1,25,8.0,1999.0,3,6.0,6,2,1,1,1,3.0,1.0,2.0,5.0,,35.0,6.0,84.0,47.0,2.0
8239621,1,5,1,8,903.0416,1,31,9.0,1993.0,13,4.0,6,2,2,1,1,3.0,1.0,2.0,5.0,800000.0,40.0,4.0,1.0,46.0,2.0
8239621,1,6,1,8,903.0416,1,9,10.0,2015.0,13,,6,2,1,2,1,1.0,1.0,1.0,3.0,,,,,,
8239622,1,1,1,8,908.3767,2,76,2.0,1949.0,1,4.0,6,2,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239622,1,2,1,8,908.3767,1,23,6.0,2002.0,8,6.0,6,2,2,2,1,3.0,1.0,2.0,5.0,,,,,,
8239623,1,1,1,8,512.8537,1,60,5.0,1965.0,1,3.0,5,2,3,2,1,3.0,1.0,2.0,5.0,540000.0,36.0,4.0,36.0,49.0,2.0
8239623,1,2,1,8,512.8537,2,57,7.0,1967.0,2,3.0,1,1,3,2,1,3.0,1.0,2.0,8.0,,,,,,
8239623,1,3,1,8,512.8537,1,16,6.0,2009.0,3,6.0,5,2,1,1,1,3.0,1.0,1.0,4.0,,,,,,
8239624,1,1,1,8,1070.3568,1,47,3.0,1978.0,1,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,1800000.0,48.0,1.0,2.0,49.0,1.0
8239624,1,2,1,8,1070.3568,2,26,7.0,1998.0,2,2.0,6,2,2,2,1,3.0,1.0,2.0,5.0,350000.0,18.0,4.0,6.0,56.0,2.0
8239624,1,3,1,8,1070.3568,2,2,10.0,2022.0,3,,6,2,1,1,1,3.0,,,,,,,,,
8239624,1,4,1,8,1070.3568,2,0,1.0,2025.0,3,,6,2,1,1,1,3.0,,,,,,,,,
8239625,1,1,1,8,839.4868,2,36,1.0,1989.0,1,4.0,6,2,2,2,1,1.0,1.0,2.0,5.0,1750000.0,48.0,1.0,96.0,92.0,1.0
8239625,1,2,1,8,839.4868,1,10,3.0,2015.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,3.0,,,,,,
8239625,1,3,1,8,839.4868,1,30,9.0,1994.0,6,6.0,6,2,2,2,1,3.0,1.0,2.0,5.0,1200000.0,42.0,1.0,2.0,56.0,2.0
8239625,1,4,1,8,839.4868,1,27,7.0,1997.0,6,6.0,6,2,2,2,1,1.0,1.0,2.0,5.0,2300000.0,48.0,1.0,18.0,56.0,1.0
8239625,1,5,1,8,839.4868,1,66,,,9,4.0,6,2,3,3,1,3.0,1.0,2.0,3.0,900000.0,48.0,4.0,148.0,80.0,2.0
8239626,1,1,1,8,730.2113,2,79,8.0,1945.0,1,5.0,6,2,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239626,1,2,1,8,730.2113,1,45,4.0,1980.0,3,1.0,6,2,3,1,1,1.0,1.0,2.0,5.0,1423500.0,48.0,1.0,60.0,52.0,1.0
8239627,1,1,1,8,1158.618,1,31,10.0,1993.0,1,2.0,6,2,2,2,1,3.0,1.0,2.0,3.0,600000.0,24.0,4.0,42.0,49.0,2.0
8239627,1,2,1,8,1158.618,2,32,7.0,1992.0,2,2.0,6,2,2,2,1,3.0,1.0,2.0,8.0,,,,,,
8239627,1,3,1,8,1158.618,2,13,7.0,2011.0,3,6.0,6,2,1,1,1,3.0,1.0,1.0,4.0,,,,,,
8239627,1,4,1,8,1158.618,2,10,5.0,2015.0,3,6.0,6,2,1,1,1,3.0,1.0,1.0,3.0,,,,,,
8239627,1,5,1,8,1158.618,1,7,11.0,2017.0,3,,6,2,1,1,1,3.0,1.0,1.0,3.0,,,,,,
8239628,1,1,1,8,758.0033,2,56,5.0,1969.0,1,6.0,6,2,3,1,1,1.0,1.0,2.0,10.0,1903500.0,60.0,3.0,24.0,97.0,1.0
8239628,1,2,1,8,758.0033,2,80,9.0,1944.0,4,5.0,6,2,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8239629,1,1,1,8,528.6884,2,68,2.0,1957.0,1,4.0,6,2,2,3,1,3.0,1.0,2.0,8.0,,,,,,
8239629,1,2,1,8,528.6884,2,41,11.0,1983.0,3,6.0,6,2,2,1,1,3.0,1.0,2.0,10.0,360000.0,24.0,4.0,12.0,47.0,2.0
8239629,1,3,1,8,528.6884,1,81,12.0,1943.0,6,6.0,6,2,3,3,1,3.0,2.0,2.0,1.0,,,,,,
8239632,1,1,1,8,531.3024,2,45,7.0,1979.0,1,4.0,6,2,3,3,1,3.0,1.0,2.0,4.0,1500000.0,48.0,3.0,6.0,97.0,2.0
8239632,1,2,1,8,531.3024,2,18,7.0,2006.0,3,6.0,6,2,2,1,1,3.0,1.0,1.0,10.0,,,,,,
8239633,1,1,1,8,867.4305,1,72,11.0,1952.0,1,3.0,6,2,3,2,1,1.0,1.0,2.0,5.0,,,,,,
8239633,1,2,1,8,867.4305,2,74,1.0,1951.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,4.0,,,,,,
8239633,1,3,1,8,867.4305,1,35,7.0,1989.0,3,4.0,6,2,1,1,1,1.0,1.0,2.0,5.0,1700000.0,60.0,1.0,48.0,21.0,1.0
8239634,1,1,1,8,1042.0454,2,29,6.0,1995.0,1,2.0,6,2,2,2,1,3.0,1.0,2.0,5.0,,,,,,
8239634,1,2,1,8,1042.0454,1,32,10.0,1992.0,2,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,1423500.0,72.0,1.0,24.0,31.0,1.0
8239634,1,3,1,8,1042.0454,2,12,4.0,2013.0,3,6.0,6,2,2,1,1,3.0,1.0,1.0,4.0,,,,,,
8239634,1,4,1,8,1042.0454,1,0,4.0,2025.0,3,,6,2,1,1,1,3.0,,,,,,,,,
8239635,1,1,1,8,915.596,2,31,12.0,1993.0,1,4.0,6,2,2,1,1,1.0,1.0,2.0,6.0,1600000.0,48.0,1.0,36.0,56.0,1.0
8239635,1,2,1,8,915.596,2,14,9.0,2010.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,4.0,,,,,,
