DIRECTORIO,SECUENCIA_P,ORDEN,CLASE,DPTO,FEX_C18,P3271,P6040,P6030S1,P6030S3,P6050,P6070,P6080,P2057,P6081,P6083,P6090,P6100,P6160,P6170,P3042,INGLABO,P6800,P6430,P6426,RAMA2D_R4,P6920
8269114,1,1,1,50,212.584,1,63,8.0,1961.0,1,4.0,6,2,3,3,1,1.0,1.0,2.0,3.0,2000000.0,52.0,5.0,480.0,41.0,2.0
8269114,1,2,1,50,212.584,2,23,5.0,2002.0,3,6.0,6,2,1,2,1,3.0,1.0,2.0,5.0,,,,,,
8269114,1,3,1,50,212.584,2,25,2.0,2000.0,3,2.0,6,2,1,2,1,3.0,1.0,2.0,5.0,,,,,,
8269114,1,4,1,50,212.584,1,33,12.0,1991.0,7,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,1440000.0,52.0,1.0,1.0,41.0,2.0
8269114,1,5,1,50,212.584,2,0,12.0,2024.0,8,,6,2,1,1,1,3.0,,,,,,,,,
8269115,1,1,1,50,320.1806,1,44,4.0,1981.0,1,3.0,6,2,3,2,1,1.0,1.0,2.0,9.0,5000000.0,50.0,5.0,10.0,50.0,1.0
8269115,1,2,1,50,320.1806,2,40,3.0,1985.0,2,3.0,6,2,3,2,1,1.0,1.0,2.0,10.0,5000000.0,50.0,5.0,120.0,50.0,2.0
8269115,1,3,1,50,320.1806,2,14,6.0,2011.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,4.0,,,,,,
8269115,1,4,1,50,320.1806,2,11,5.0,2014.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,4.0,,,,,,
8269115,1,5,1,50,320.1806,1,4,7.0,2020.0,3,,6,2,1,1,1,1.0,2.0,1.0,1.0,,,,,,
8269116,1,1,1,50,282.0717,2,34,6.0,1991.0,1,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,4000000.0,50.0,5.0,120.0,46.0,1.0
8269116,1,2,1,50,282.0717,1,44,7.0,1981.0,2,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,4000000.0,50.0,5.0,120.0,46.0,1.0
8269116,1,3,1,50,282.0717,2,16,1.0,2009.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,4.0,,,,,,
8269116,1,4,1,50,282.0717,1,13,8.0,2011.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,4.0,,,,,,
8269117,1,1,1,50,343.2089,1,50,9.0,1974.0,1,4.0,6,2,3,2,1,3.0,1.0,2.0,5.0,,,,,,
8269118,1,1,1,50,331.4492,1,45,12.0,1979.0,1,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,1600000.0,48.0,4.0,72.0,47.0,2.0
8269118,1,2,1,50,331.4492,2,33,12.0,1991.0,2,2.0,6,2,1,1,1,1.0,1.0,2.0,10.0,,,,,,
8269118,1,3,1,50,331.4492,1,9,7.0,2015.0,3,,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
8269118,1,4,1,50,331.4492,1,66,1.0,1959.0,5,3.0,6,2,3,3,1,2.0,1.0,2.0,10.0,4500000.0,42.0,2.0,420.0,85.0,3.0
8269118,1,5,1,50,331.4492,2,66,1.0,1959.0,5,3.0,6,2,3,3,1,2.0,1.0,2.0,3.0,,,,,,
8269120,1,1,1,50,343.4464,2,54,9.0,1970.0,1,2.0,6,2,2,2,1,3.0,1.0,2.0,5.0,,,,,,
8269120,1,2,1,50,343.4464,1,48,12.0,1976.0,2,2.0,6,2,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8269120,1,3,1,50,343.4464,1,18,1.0,2007.0,3,6.0,6,2,2,1,1,3.0,1.0,2.0,5.0,900000.0,50.0,4.0,6.0,96.0,2.0
8269120,1,4,1,50,343.4464,2,32,2.0,1993.0,9,4.0,6,2,2,2,1,1.0,1.0,2.0,8.0,2500000.0,46.0,4.0,24.0,86.0,1.0
8269121,1,1,1,50,336.0087,1,32,5.0,1993.0,1,6.0,6,1,3,2,1,3.0,1.0,2.0,10.0,1200000.0,12.0,4.0,90.0,95.0,2.0
8269122,1,1,1,50,347.9964,1,48,11.0,1976.0,1,6.0,6,2,1,1,1,3.0,1.0,2.0,5.0,,,,,,
8269122,1,2,1,50,347.9964,1,75,4.0,1950.0,4,3.0,6,2,3,3,1,3.0,1.0,2.0,5.0,,,,,,
8269122,1,3,1,50,347.9964,2,75,6.0,1950.0,4,3.0,6,2,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8269123,1,1,1,50,311.6424,1,61,12.0,1963.0,1,3.0,6,2,3,2,1,3.0,1.0,2.0,3.0,2000000.0,51.0,5.0,480.0,41.0,2.0
8269123,1,2,1,50,311.6424,2,56,4.0,1969.0,2,3.0,6,2,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8269123,1,3,1,50,311.6424,1,26,3.0,1999.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,10.0,1423500.0,46.0,1.0,54.0,65.0,1.0
8269123,1,4,1,50,311.6424,2,18,9.0,2006.0,3,6.0,6,2,1,1,1,3.0,1.0,1.0,10.0,600000.0,16.0,1.0,12.0,10.0,2.0
8269124,1,1,1,50,309.9131,1,65,4.0,1960.0,1,2.0,6,2,3,3,1,3.0,1.0,2.0,3.0,500000.0,48.0,4.0,480.0,90.0,2.0
8269124,1,2,1,50,309.9131,2,54,3.0,1971.0,2,2.0,6,2,2,2,1,3.0,1.0,2.0,3.0,,,,,,
8269124,1,3,1,50,309.9131,1,19,5.0,2006.0,3,6.0,6,2,1,1,1,3.0,1.0,1.0,9.0,,,,,,
8269125,1,1,1,50,303.705,2,53,6.0,1972.0,1,4.0,6,2,2,2,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,290.0,47.0,1.0
8269125,1,2,1,50,303.705,2,33,10.0,1991.0,3,2.0,6,2,2,1,1,1.0,1.0,2.0,5.0,2220000.0,50.0,3.0,41.0,97.0,2.0
8269125,1,3,1,50,303.705,1,35,6.0,1990.0,7,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,20.0,68.0,1.0
8269125,1,4,1,50,303.705,1,8,2.0,2017.0,8,,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
8269126,1,1,1,50,211.8533,2,22,7.0,2002.0,1,1.0,6,2,2,2,1,3.0,1.0,2.0,4.0,,,,,,
8269126,1,2,1,50,211.8533,1,6,8.0,2018.0,3,,6,2,2,1,1,3.0,1.0,1.0,3.0,,,,,,
8269127,1,1,1,50,165.0043,2,39,11.0,1985.0,1,2.0,6,1,2,2,1,1.0,1.0,2.0,5.0,4000000.0,66.0,1.0,18.0,80.0,1.0
8269127,1,2,1,50,165.0043,1,34,11.0,1990.0,2,2.0,6,1,2,2,1,3.0,1.0,2.0,5.0,,,,,,
8269127,1,3,1,50,165.0043,1,7,6.0,2018.0,3,,6,2,2,1,1,1.0,1.0,1.0,3.0,,,,,,
8269128,1,1,1,50,155.059,1,59,11.0,1965.0,1,4.0,6,2,3,3,1,3.0,1.0,2.0,5.0,,,,,,
8269129,1,1,1,50,118.6451,2,41,9.0,1983.0,1,4.0,6,1,2,2,1,3.0,1.0,2.0,3.0,,,,,,
8269129,1,2,1,50,118.6451,1,13,3.0,2012.0,3,6.0,6,2,2,1,1,3.0,1.0,1.0,4.0,,,,,,
8269129,1,3,1,50,118.6451,1,6,4.0,2019.0,6,,6,2,2,2,1,3.0,1.0,1.0,3.0,,,,,,
8269132,1,1,1,50,327.6833,2,30,12.0,1994.0,1,2.0,6,2,2,2,1,3.0,1.0,2.0,5.0,,,,,,
8269132,1,2,1,50,327.6833,1,27,9.0,1997.0,2,2.0,6,2,2,2,1,3.0,1.0,2.0,5.0,1500000.0,48.0,4.0,48.0,63.0,2.0
8269132,1,3,1,50,327.6833,2,4,6.0,2021.0,3,,6,2,1,1,1,3.0,2.0,1.0,2.0,,,,,,
8269133,1,1,1,50,129.6226,2,64,7.0,1960.0,1,4.0,6,1,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8269133,1,2,1,50,129.6226,1,12,6.0,2013.0,8,6.0,6,2,2,2,1,3.0,1.0,1.0,4.0,,,,,,
8269133,1,3,1,50,129.6226,1,2,10.0,2022.0,8,,6,2,2,2,1,3.0,,,,,,,,,
8269133,1,4,1,50,129.6226,1,74,10.0,1950.0,13,6.0,6,1,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8269134,1,1,1,50,268.807,1,51,2.0,1974.0,1,4.0,6,2,2,2,1,3.0,1.0,2.0,10.0,,,,,,
8269135,1,1,1,50,204.89,2,76,9.0,1948.0,1,6.0,6,2,3,3,1,2.0,1.0,2.0,10.0,,,,,,
8269135,1,2,1,50,204.89,2,66,4.0,1959.0,6,6.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8269135,1,3,1,50,204.89,1,59,1.0,1966.0,6,6.0,6,1,3,3,1,1.0,1.0,2.0,4.0,,,,,,
8269136,1,1,1,50,352.2495,2,48,2.0,1977.0,1,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,1120000.0,32.0,3.0,6.0,97.0,1.0
8269136,1,2,1,50,352.2495,1,49,10.0,1975.0,2,2.0,6,1,3,3,1,3.0,1.0,2.0,5.0,,,,,,
8269136,1,3,1,50,352.2495,1,20,4.0,2005.0,3,6.0,6,2,1,1,2,,1.0,2.0,5.0,,,,,,
8269137,1,1,1,50,347.9964,2,93,12.0,1931.0,1,5.0,6,1,3,3,1,1.0,1.0,2.0,3.0,,,,,,
8269137,1,2,1,50,347.9964,1,63,8.0,1961.0,3,6.0,6,2,3,1,1,1.0,2.0,2.0,1.0,,,,,,
8269137,1,3,1,50,347.9964,1,54,11.0,1970.0,3,6.0,6,2,3,1,1,3.0,1.0,1.0,9.0,,,,,,
8269138,1,1,1,50,268.807,1,45,6.0,1980.0,1,4.0,6,2,3,3,1,1.0,1.0,2.0,8.0,3500000.0,40.0,4.0,96.0,56.0,2.0
8269139,1,1,1,50,261.7645,2,26,1.0,1999.0,1,2.0,6,2,2,2,1,3.0,1.0,2.0,5.0,,,,,,
8269139,1,2,1,50,261.7645,1,37,1.0,1988.0,2,2.0,6,2,3,3,2,,1.0,2.0,5.0,,,,,,
8269140,1,1,1,50,165.0043,1,37,12.0,1987.0,1,2.0,6,2,2,2,1,1.0,1.0,2.0,9.0,2400000.0,42.0,1.0,60.0,92.0,1.0
8269140,1,2,1,50,165.0043,2,29,4.0,1996.0,2,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,,,,,,
8269140,1,3,1,50,165.0043,1,1,9.0,2023.0,3,,6,2,1,1,1,1.0,,,,,,,,,
8269141,1,1,1,50,313.4635,1,36,8.0,1988.0,1,3.0,6,2,2,3,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,3.0,43.0,1.0
8269141,1,2,1,50,313.4635,2,45,11.0,1979.0,2,3.0,6,2,3,2,1,1.0,1.0,2.0,5.0,,,,,,
8269141,1,3,1,50,313.4635,2,11,11.0,2013.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
8269141,1,4,1,50,313.4635,1,6,7.0,2018.0,3,,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
8269141,1,5,1,50,313.4635,2,3,11.0,2021.0,3,,6,2,1,1,1,1.0,2.0,2.0,1.0,,,,,,
8269142,1,1,1,50,217.7477,2,47,7.0,1977.0,1,4.0,6,2,3,2,1,3.0,1.0,2.0,8.0,300000.0,40.0,5.0,4.0,56.0,2.0
8269142,1,2,1,50,217.7477,2,20,7.0,2004.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,10.0,1423500.0,46.0,1.0,19.0,86.0,1.0
8269143,1,1,1,50,177.4126,1,31,11.0,1993.0,1,4.0,6,1,2,2,1,3.0,1.0,2.0,5.0,650000.0,60.0,1.0,1.0,95.0,2.0
8269144,1,1,1,50,188.6396,2,80,9.0,1944.0,1,5.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8269144,1,2,1,50,188.6396,2,31,9.0,1993.0,8,4.0,6,2,2,2,1,1.0,1.0,1.0,12.0,1423500.0,30.0,3.0,30.0,97.0,1.0
8269144,1,3,1,50,188.6396,2,9,8.0,2015.0,9,,6,2,2,1,1,1.0,1.0,1.0,3.0,,,,,,
8269145,1,1,1,50,219.9139,1,74,10.0,1950.0,1,3.0,6,2,3,3,1,1.0,1.0,2.0,10.0,,,,,,
8269145,1,2,1,50,219.9139,2,74,9.0,1950.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8269146,1,1,1,50,195.2999,2,64,8.0,1960.0,1,4.0,6,2,3,3,1,1.0,1.0,2.0,10.0,,,,,,
8269147,1,1,1,50,299.4031,2,25,10.0,1999.0,1,6.0,6,2,2,2,1,1.0,1.0,2.0,10.0,1423500.0,46.0,1.0,12.0,47.0,1.0
8269147,1,2,1,50,299.4031,2,19,7.0,2005.0,6,6.0,6,2,2,2,1,1.0,1.0,1.0,10.0,,,,,,
8269148,1,1,1,50,216.1373,1,71,9.0,1953.0,1,4.0,6,2,3,3,1,1.0,1.0,2.0,10.0,,,,,,
8269148,1,2,1,50,216.1373,2,34,2.0,1991.0,3,6.0,6,2,1,2,1,1.0,1.0,2.0,10.0,1600000.0,46.0,1.0,3.0,88.0,1.0
8269148,1,3,1,50,216.1373,1,6,1.0,2019.0,8,,6,2,2,1,1,1.0,2.0,1.0,2.0,,,,,,
8269149,1,1,1,50,238.7592,2,76,9.0,1948.0,1,4.0,6,2,3,3,1,1.0,1.0,2.0,5.0,,,,,,
8269149,1,2,1,50,238.7592,1,47,6.0,1978.0,9,2.0,6,2,2,2,1,1.0,1.0,1.0,10.0,2200000.0,46.0,1.0,3.0,46.0,1.0
8269149,1,3,1,50,238.7592,2,57,10.0,1967.0,13,2.0,6,2,3,2,1,3.0,1.0,2.0,8.0,,,,,,
8269150,1,1,1,50,451.2214,1,42,5.0,1983.0,1,3.0,6,2,2,3,1,1.0,1.0,2.0,10.0,2800000.0,40.0,1.0,14.0,49.0,1.0
8269150,1,2,1,50,451.2214,2,42,12.0,1982.0,2,3.0,6,1,2,2,1,1.0,1.0,2.0,9.0,,,,,,
8269150,1,3,1,50,451.2214,2,14,3.0,2011.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,4.0,,,,,,
8269150,1,4,1,50,451.2214,2,10,9.0,2014.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
8269151,1,1,1,50,335.6717,2,69,2.0,1956.0,1,5.0,6,2,3,3,1,1.0,1.0,2.0,5.0,300000.0,15.0,4.0,180.0,47.0,2.0
8269152,1,1,1,50,377.977,1,69,1.0,1956.0,1,3.0,6,2,3,3,1,3.0,1.0,2.0,3.0,500000.0,46.0,4.0,180.0,45.0,2.0
8269152,1,2,1,50,377.977,2,59,5.0,1966.0,2,3.0,6,2,3,3,1,3.0,1.0,2.0,3.0,,,,,,
8269153,1,1,1,50,462.012,1,30,5.0,1995.0,1,2.0,6,1,2,2,1,1.0,1.0,2.0,5.0,1623500.0,48.0,1.0,35.0,25.0,1.0
8269154,1,1,1,50,359.9262,2,30,1.0,1995.0,1,1.0,6,2,2,2,1,1.0,1.0,2.0,11.0,5900000.0,40.0,2.0,18.0,84.0,1.0
8269154,1,2,1,50,359.9262,1,47,6.0,1978.0,2,1.0,6,2,3,2,1,1.0,1.0,2.0,5.0,2750000.0,40.0,2.0,300.0,84.0,1.0
8269155,1,1,1,50,244.1248,2,56,6.0,1969.0,1,4.0,6,1,2,2,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,420.0,47.0,1.0
8269156,1,1,1,50,309.8493,2,57,6.0,1968.0,1,4.0,6,2,2,1,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,250.0,65.0,1.0
8269156,1,2,1,50,309.8493,2,77,8.0,1947.0,4,4.0,6,1,3,3,1,1.0,1.0,2.0,3.0,,,,,,
8269157,1,1,1,50,391.6951,1,61,12.0,1963.0,1,2.0,6,1,3,3,1,1.0,1.0,2.0,3.0,1500000.0,45.0,4.0,600.0,49.0,2.0
8269157,1,2,1,50,391.6951,2,47,5.0,1978.0,2,2.0,6,2,2,2,1,1.0,1.0,2.0,5.0,1423500.0,40.0,1.0,2.0,87.0,1.0
8269159,1,1,1,50,343.7589,1,30,7.0,1994.0,1,2.0,6,1,2,2,1,3.0,1.0,2.0,9.0,36500000.0,28.0,4.0,240.0,1.0,2.0
8269159,1,2,1,50,343.7589,2,28,12.0,1996.0,2,2.0,6,2,2,2,1,1.0,1.0,1.0,11.0,5600000.0,40.0,1.0,10.0,70.0,1.0
8269159,1,3,1,50,343.7589,1,1,2.0,2024.0,3,,6,2,1,1,1,1.0,,,,,,,,,
8269160,1,1,1,50,298.449,2,57,9.0,1967.0,1,6.0,6,2,3,1,1,1.0,1.0,2.0,5.0,,,,,,
8269160,1,2,1,50,298.449,1,28,11.0,1996.0,3,6.0,6,2,2,1,1,1.0,2.0,2.0,1.0,,,,,,
8269160,1,3,1,50,298.449,2,86,1.0,1939.0,4,4.0,6,1,3,3,1,1.0,1.0,2.0,3.0,,,,,,
8269161,1,1,1,50,361.0526,1,49,5.0,1976.0,1,4.0,6,2,3,2,1,1.0,1.0,2.0,5.0,3000000.0,60.0,4.0,72.0,49.0,1.0
8269161,1,2,1,50,361.0526,1,18,1.0,2007.0,3,6.0,6,2,1,2,1,1.0,1.0,1.0,10.0,1700000.0,46.0,1.0,12.0,86.0,1.0
8269162,1,1,1,50,360.4516,1,34,12.0,1990.0,1,2.0,6,2,3,2,1,1.0,1.0,1.0,11.0,10000000.0,47.0,1.0,10.0,71.0,1.0
8269162,1,2,1,50,360.4516,2,36,3.0,1989.0,2,2.0,6,2,3,2,1,1.0,1.0,2.0,10.0,2700000.0,47.0,1.0,96.0,49.0,1.0
8269162,1,3,1,50,360.4516,2,5,2.0,2020.0,3,,6,2,1,1,1,1.0,2.0,1.0,1.0,,,,,,
8269163,1,1,1,50,331.221,2,52,5.0,1973.0,1,3.0,6,2,3,2,1,1.0,1.0,2.0,9.0,450000.0,20.0,3.0,3.0,97.0,2.0
8269163,1,2,1,50,331.221,1,59,8.0,1965.0,2,3.0,6,1,2,2,1,1.0,1.0,2.0,10.0,800000.0,50.0,4.0,24.0,47.0,2.0
8269163,1,3,1,50,331.221,2,25,5.0,2000.0,3,6.0,6,2,1,1,1,1.0,1.0,2.0,10.0,1677900.0,45.0,1.0,25.0,70.0,1.0
8269163,1,4,1,50,331.221,1,22,9.0,2002.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,9.0,,,,,,
8269164,1,1,1,50,310.3999,2,41,7.0,1983.0,1,2.0,6,2,3,2,1,3.0,1.0,2.0,6.0,3250000.0,60.0,5.0,12.0,13.0,2.0
8269164,1,2,1,50,310.3999,1,39,2.0,1986.0,2,2.0,6,2,3,2,1,3.0,1.0,2.0,4.0,2550000.0,56.0,4.0,50.0,45.0,2.0
8269164,1,3,1,50,310.3999,1,17,10.0,2007.0,3,6.0,6,2,1,1,1,3.0,1.0,2.0,6.0,,48.0,6.0,6.0,45.0,2.0
8269164,1,4,1,50,310.3999,2,14,3.0,2011.0,3,6.0,6,2,1,1,1,3.0,1.0,1.0,4.0,,,,,,
8269165,1,1,1,50,188.2574,2,50,6.0,1975.0,1,6.0,6,2,3,1,1,1.0,1.0,2.0,8.0,3550000.0,50.0,4.0,24.0,94.0,1.0
8269165,1,2,1,50,188.2574,2,68,7.0,1956.0,4,4.0,6,2,3,3,1,1.0,1.0,2.0,3.0,,,,,,
8269166,1,1,1,50,226.7862,1,68,3.0,1957.0,1,3.0,6,2,3,3,1,2.0,1.0,2.0,3.0,,,,,,
8269166,1,2,1,50,226.7862,2,60,12.0,1964.0,2,3.0,6,2,3,3,1,2.0,1.0,2.0,3.0,,,,,,
8269167,1,1,1,50,232.9065,1,61,6.0,1964.0,1,3.0,6,2,3,3,1,1.0,1.0,2.0,4.0,1000000.0,30.0,4.0,56.0,45.0,2.0
8269167,1,2,1,50,232.9065,2,61,5.0,1964.0,2,3.0,6,2,3,3,1,1.0,1.0,2.0,3.0,,,,,,
8269167,1,3,1,50,232.9065,2,36,3.0,1989.0,3,6.0,6,2,1,1,1,1.0,1.0,2.0,10.0,2700000.0,60.0,1.0,86.0,6.0,1.0
8269167,1,4,1,50,232.9065,1,16,4.0,2009.0,8,6.0,6,2,2,1,1,1.0,1.0,1.0,5.0,,,,,,
8269168,1,1,1,50,183.924,2,55,8.0,1969.0,1,5.0,6,2,2,2,1,3.0,1.0,2.0,3.0,200000.0,10.0,4.0,120.0,47.0,2.0
8269168,1,2,1,50,183.924,2,11,10.0,2013.0,8,6.0,6,2,2,2,1,1.0,1.0,1.0,3.0,,,,,,
8269168,1,3,1,50,183.924,1,8,2.0,2017.0,8,,6,2,2,2,1,1.0,1.0,1.0,3.0,,,,,,
8269169,1,1,1,50,191.5233,2,27,12.0,1997.0,1,4.0,6,1,2,2,1,3.0,1.0,2.0,5.0,,,,,,
8269169,1,2,1,50,191.5233,1,4,10.0,2020.0,3,,6,2,2,1,1,3.0,2.0,1.0,2.0,,,,,,
8269171,1,1,1,50,261.7645,2,25,10.0,1999.0,1,2.0,6,1,2,3,1,3.0,1.0,2.0,5.0,,,,,,
8269171,1,2,1,50,261.7645,1,28,3.0,1997.0,2,2.0,6,1,2,2,2,,1.0,2.0,5.0,,,,,,
8269172,1,1,1,50,174.1982,2,35,6.0,1990.0,1,4.0,6,2,2,3,1,3.0,1.0,2.0,5.0,,,,,,
8269172,1,2,1,50,174.1982,2,16,9.0,2008.0,3,6.0,6,2,2,1,1,3.0,1.0,1.0,5.0,,,,,,
8269173,1,1,1,50,241.9053,2,61,3.0,1964.0,1,3.0,6,2,2,3,1,1.0,1.0,2.0,4.0,,30.0,6.0,228.0,1.0,2.0
8269173,1,2,1,50,241.9053,1,71,2.0,1954.0,2,3.0,6,1,3,3,1,1.0,1.0,2.0,4.0,3000000.0,40.0,5.0,228.0,1.0,2.0
8269174,1,1,1,50,230.3589,1,24,10.0,2000.0,1,6.0,6,2,2,2,2,,1.0,1.0,10.0,3000000.0,80.0,4.0,24.0,93.0,2.0
8269178,1,1,1,50,283.113,1,39,11.0,1985.0,1,3.0,6,2,2,2,1,1.0,1.0,2.0,6.0,1500000.0,54.0,4.0,240.0,47.0,3.0
8269178,1,2,1,50,283.113,2,40,2.0,1985.0,2,3.0,6,2,2,2,1,3.0,1.0,2.0,6.0,200000.0,40.0,4.0,60.0,10.0,2.0
8269178,1,3,1,50,283.113,1,12,7.0,2012.0,3,6.0,6,2,1,1,1,3.0,1.0,1.0,4.0,,,,,,
8269178,1,4,1,50,283.113,1,11,10.0,2013.0,3,6.0,6,2,1,1,1,3.0,1.0,1.0,3.0,,,,,,
8269178,1,5,1,50,283.113,1,11,10.0,2013.0,3,6.0,6,2,1,1,1,3.0,1.0,1.0,3.0,,,,,,
8269179,1,1,1,50,453.6842,1,66,9.0,1958.0,1,2.0,6,1,3,3,1,1.0,1.0,2.0,4.0,800000.0,50.0,1.0,140.0,49.0,2.0
8269179,1,2,1,50,453.6842,2,69,11.0,1955.0,2,2.0,6,1,3,2,1,1.0,1.0,2.0,4.0,50000.0,10.0,4.0,240.0,14.0,2.0
8269179,1,3,1,50,453.6842,1,27,9.0,1997.0,3,6.0,6,2,1,1,1,1.0,1.0,1.0,10.0,2000000.0,46.0,1.0,36.0,47.0,1.0
8269180,1,1,1,50,408.0407,1,35,4.0,1990.0,1,2.0,6,1,2,2,1,1.0,1.0,2.0,9.0,1900000.0,46.0,1.0,108.0,47.0,1.0
8269180,1,2,1,50,408.0407,2,32,10.0,1992.0,2,2.0,6,1,2,2,1,1.0,1.0,2.0,5.0,2500000.0,46.0,1.0,78.0,15.0,1.0
8269180,1,3,1,50,408.0407,2,9,2.0,2016.0,3,,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
8269180,1,4,1,50,408.0407,1,8,4.0,2017.0,3,,6,2,1,1,1,1.0,1.0,1.0,3.0,,,,,,
8269181,1,1,1,50,438.0558,1,30,3.0,1995.0,1,6.0,6,1,3,3,1,1.0,1.0,2.0,5.0,1623500.0,52.0,1.0,48.0,47.0,1.0
8269184,1,1,1,50,353.777,1,46,11.0,1978.0,1,4.0,6,2,2,2,1,1.0,1.0,2.0,5.0,5300000.0,60.0,5.0,15.0,46.0,1.0
8269184,1,2,1,50,353.777,1,15,9.0,2009.0,3,6.0,6,2,1,2,1,1.0,1.0,1.0,4.0,,,,,,
8269184,1,3,1,50,353.777,1,11,10.0,2013.0,3,6.0,6,2,1,2,1,1.0,1.0,1.0,3.0,,,,,,
8269187,1,1,1,50,198.7907,2,54,5.0,1971.0,1,4.0,6,2,3,3,1,3.0,1.0,2.0,4.0,480000.0,13.0,1.0,2.0,56.0,2.0
8269187,1,2,1,50,198.7907,2,19,5.0,2006.0,3,6.0,6,2,2,1,1,3.0,1.0,2.0,5.0,,,,,,
8269187,1,3,1,50,198.7907,1,19,5.0,2006.0,3,6.0,6,2,2,1,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,18.0,85.0,1.0
8269187,1,4,1,50,198.7907,1,35,6.0,1990.0,3,4.0,6,2,3,1,1,3.0,1.0,2.0,5.0,1200000.0,50.0,1.0,1.0,43.0,2.0
8269187,1,5,1,50,198.7907,1,9,4.0,2016.0,8,,6,2,1,2,1,3.0,1.0,1.0,3.0,,,,,,
8269188,1,1,1,50,304.1922,1,33,2.0,1992.0,1,3.0,6,1,3,2,1,1.0,1.0,2.0,5.0,2000000.0,50.0,4.0,20.0,45.0,1.0
8269188,1,2,1,50,304.1922,2,34,6.0,1991.0,2,3.0,6,2,2,2,1,1.0,1.0,2.0,11.0,2000000.0,16.0,5.0,96.0,86.0,1.0
8269188,1,3,1,50,304.1922,1,3,7.0,2021.0,3,,6,2,1,1,1,1.0,2.0,1.0,1.0,,,,,,
8269188,1,4,1,50,304.1922,1,2,7.0,2022.0,3,,6,2,1,1,1,1.0,,,,,,,,,
8269189,1,1,1,50,217.7477,2,53,1.0,1972.0,1,4.0,6,2,3,3,1,3.0,1.0,2.0,3.0,300000.0,40.0,4.0,2.0,81.0,2.0
8269189,1,2,1,50,217.7477,2,20,1.0,2005.0,3,6.0,6,2,2,1,1,1.0,1.0,1.0,10.0,1423500.0,48.0,1.0,15.0,46.0,1.0
8269190,1,1,1,50,242.2796,1,63,5.0,1962.0,1,4.0,6,1,3,3,1,1.0,1.0,2.0,4.0,1860000.0,15.0,1.0,60.0,49.0,2.0
8269191,1,1,1,50,160.3562,2,41,6.0,1984.0,1,4.0,6,1,3,3,1,1.0,1.0,2.0,5.0,1423500.0,46.0,1.0,84.0,11.0,1.0
8269191,1,2,1,50,160.3562,1,7,5.0,2018.0,3,,6,2,2,1,1,1.0,1.0,1.0,3.0,,,,,,
8269191,1,3,1,50,160.3562,2,46,2.0,1979.0,13,4.0,6,2,3,2,1,1.0,1.0,2.0,5.0,1423500.0,60.0,4.0,3.0,86.0,1.0
8269191,1,4,1,50,160.3562,1,29,1.0,1996.0,13,6.0,6,2,2,1,1,1.0,1.0,2.0,5.0,1800000.0,30.0,4.0,4.0,84.0,1.0
8269192,1,1,1,50,363.9231,2,44,1.0,1981.0,1,4.0,6,2,3,2,1,3.0,1.0,2.0,3.0,,25.0,6.0,12.0,43.0,2.0
8269192,1,2,1,50,363.9231,1,19,6.0,2006.0,3,6.0,6,2,2,1,1,3.0,1.0,2.0,3.0,1200000.0,40.0,1.0,24.0,45.0,2.0
8269194,1,1,1,50,156.9124,2,18,1.0,2007.0,1,6.0,6,2,2,2,1,3.0,1.0,1.0,10.0,,40.0,6.0,0.0,1.0,2.0
